BuildingType,PrimaryPropertyType,ZipCode,CouncilDistrictCode,Neighborhood,Latitude,Longitude,YearBuilt,NumberofBuildings,NumberofFloors,PropertyGFATotal,PropertyGFAParking,PropertyGFABuilding(s),ListOfAllPropertyUseTypes,LargestPropertyUseType,LargestPropertyUseTypeGFA,SecondLargestPropertyUseType,SecondLargestPropertyUseTypeGFA,ThirdLargestPropertyUseType,ThirdLargestPropertyUseTypeGFA,YearsENERGYSTARCertified,ENERGYSTARScore,SiteEUIWN(kBtu/sf),SteamUse(kBtu)
NonResidential,Hotel,-0.8495639645972158,1.1797273546400566,DOWNTOWN,-0.1870539200226998,0.04733084409475955,-1.198613529154317,-0.0857120169740317,1.2131677460866033,-0.06639835289454282,0.33333453404514807,-0.18055910300166994,"Hotel, Parking",Hotel,-0.13355561053283074,Parking,-0.16496281953415678,Unknown,-1.2862010488590543e-16,Unknown,-1.2193895693189258,165.8999939,1.733109603856367
Nonresidential COS,Other,2.027577997539763,1.1797273546400566,DOWNTOWN,-0.20965295342099086,0.024533155583971508,1.2989802655693485,-0.0857120169740317,1.2131677460866033,2.2093255177172084,1.1687751975756415,2.18116666462966,"Data Center, Library, Parking",Library,2.43848435542235,Parking,0.40437508486450424,Data Center,-0.798836710890806,Unknown,0.0,51.09999847,0.1544756755018491
NonResidential,Other,-0.6867068724007831,1.1797273546400566,DOWNTOWN,-0.23161239153437457,0.03227576677636075,-0.9549458418642033,-0.0857120169740317,0.3440889302436665,0.01700666723440979,-0.32871278422429956,0.12219870772266715,"Fitness Center/Health Club/Gym, Office, Swimming Pool",Fitness Center/Health Club/Gym,0.06190431569218927,Office,0.1890792386633299,Swimming Pool,-0.8747788754675663,Unknown,0.0,78.40000153,1.6267416108573953
NonResidential,Hotel,-0.6867068724007831,1.1797273546400566,DOWNTOWN,-0.2028306037158178,0.11873492509117022,0.6593525864328,-0.0857120169740317,4.168035719952589,2.2397885235334396,1.9043833289861387,1.986667260156039,"Hotel, Parking",Hotel,2.2951182600435027,Parking,1.2655584696692017,Unknown,-1.2862010488590543e-16,Unknown,-1.3925940340046512,98.59999847,-0.1272217167147576
NonResidential,Mixed Use Property,-0.6867068724007831,1.1797273546400566,DOWNTOWN,-0.23822154281119468,0.08389317472541861,-1.6554904428232802,-0.0857120169740317,0.17027316707507908,-0.3135891718724078,-0.32871278422429956,-0.2587721524501878,"Office, Other, Other - Lodging/Residential, Restaurant, Social/Meeting Hall",Social/Meeting Hall,-0.5739931302724292,Restaurant,-0.3968842894141996,Office,-0.18599617049343048,Unknown,0.0,137.1000061,0.551166177736805
NonResidential,Hotel,-0.6867068724007831,1.1797273546400566,DOWNTOWN,-0.2678561243428602,0.06883809740701982,-1.3813642946219022,-0.0857120169740317,1.039351982918016,0.020144762437623517,-0.32871278422429956,0.12581497473952566,Hotel,Hotel,0.18597511892887603,Unknown,0.0,Unknown,-1.2862010488590543e-16,Unknown,-1.0461851046332005,97.30000305,1.1831334186404938
NonResidential,Other,-0.6867068724007831,1.1797273546400566,DOWNTOWN,-0.29152114988261296,0.1303488418797541,-1.3813642946219022,-0.0857120169740317,1.039351982918016,3.1227175818544284,-0.32871278422429956,3.701146832985423,Courthouse,Courthouse,3.9274463772365373,Unknown,0.0,Unknown,-1.2862010488590543e-16,Unknown,0.5559561937097592,87.5,-0.1272217167147576
NonResidential,Other,-0.6867068724007831,-0.6442780394209611,DOWNTOWN,-0.26742972748630583,0.22024916072498976,0.7202695082553285,-0.0857120169740317,2.603693851435302,2.019146986195462,-0.32871278422429956,2.429418065238218,Other,Other,2.6145020271546646,Unknown,0.0,Unknown,-1.2862010488590543e-16,Unknown,0.0,128.6000061,-0.1272217167147576
NonResidential,Hotel,-0.6324211750019721,-0.18827669090570665,NORTHEAST,0.9224307007737577,0.6878168477311684,1.207604882835556,-0.0857120169740317,0.3440889302436665,-0.0920012248699691,0.4748340124657531,-0.2542292682612091,"Hotel, Parking",Hotel,-0.21467882803374133,Parking,-0.03612021646309846,Unknown,-1.2862010488590543e-16,Unknown,0.90236512308121,63.29999924,-0.1272217167147576
NonResidential,University,0.23614998337900273,1.1797273546400566,DOWNTOWN,0.03914961238795755,-0.11827500640884982,-1.0158627636867317,-0.0857120169740317,0.5179046934122539,0.17840865226682195,-0.32871278422429956,0.30819455460789275,College/University,College/University,0.36447386093215833,Unknown,0.0,Unknown,-1.2862010488590543e-16,Unknown,0.0,97.5,-0.1272217167147576
NonResidential,Other,-0.8495639645972158,1.1797273546400566,DOWNTOWN,-0.0282210909502097,0.11744448989264243,-0.9549458418642033,-0.0857120169740317,-0.351174122430683,-0.24405296705198937,-0.32871278422429956,-0.17864026744170422,Automobile Dealership,Automobile Dealership,-0.13499065466168317,Unknown,0.0,Unknown,-1.2862010488590543e-16,Unknown,0.0,19.5,-0.1272217167147576
NonResidential,Hotel,-0.8495639645972158,1.1797273546400566,EAST,-0.07064757817896107,0.18282653996157133,0.9030202737229138,-0.0857120169740317,0.6917204565808412,0.40670685726615535,0.4673465725567534,0.3228072254107087,"Hotel, Parking, Retail Store, Swimming Pool",Hotel,0.2579348016310904,Parking,0.23692276004136864,Retail Store,-0.5565854484699674,Unknown,0.0,46.29999924,-0.1272217167147576
NonResidential,Hotel,-0.8495639645972158,1.1797273546400566,DOWNTOWN,0.0323272626827845,0.16691117251041315,1.207604882835556,-0.0857120169740317,1.039351982918016,0.500565078877015,0.6769948900087451,0.36553001715182615,Hotel,Hotel,0.39826655671338806,Unknown,0.0,Unknown,-1.2862010488590543e-16,Unknown,-0.2667650135474363,86.69999695,-0.1272217167147576
NonResidential,Hotel,0.23614998337900273,1.1797273546400566,DOWNTOWN,-0.015855582109678232,-0.3578658083059254,0.507060281876479,-0.0857120169740317,0.17027316707507908,-0.23561355455536467,0.09688906323463106,-0.30175734905420654,Hotel,Hotel,-0.3012310076606719,Unknown,0.0,Unknown,-1.2862010488590543e-16,Unknown,-0.2667650135474363,95.0,-0.1272217167147576
NonResidential,Small- and Mid-Sized Office,-2.532420583960355,-0.18827669090570665,LAKE UNION,1.01858319193033,0.10152912244148427,-1.6859489037345445,-0.0857120169740317,-0.17735835926209567,-0.10146532151458193,-0.32871278422429956,-0.014325622353698293,"K-12 School, Multifamily Housing, Office, Other - Entertainment/Public Assembly",Office,-0.36218580376030113,K-12 School,-0.3335394671096763,Other - Entertainment/Public Assembly,-0.5702324110056421,Unknown,0.0,69.80000305,-0.1272217167147576
NonResidential,Hotel,-0.6324211750019721,-0.18827669090570665,NORTHEAST,1.055466520023723,1.457776516306296,0.9943956564567065,-0.0857120169740317,-0.0035425960935082834,-0.13982693430488852,-0.32871278422429956,-0.058532641600601176,Hotel,Hotel,-0.008369622400830973,Unknown,0.0,Unknown,-1.2862010488590543e-16,Unknown,-1.479196266347514,82.19999695,-0.1272217167147576
NonResidential,Self-Storage Facility,-0.6324211750019721,-0.18827669090570665,NORTHEAST,0.9678419659985411,1.6156397556175162,-0.19348431908259792,-0.0857120169740317,-0.351174122430683,0.06286839871901857,-0.32871278422429956,0.1750486871413815,Self-Storage Facility,Self-Storage Facility,-0.48942061995578295,Unknown,0.0,Unknown,-1.2862010488590543e-16,Unknown,0.0,12.39999962,-0.1272217167147576
Campus,Mixed Use Property,-0.46956408280553935,-1.1002793879362156,GREATER DUWAMISH,-1.7353009062302773,0.6736220605449177,0.9334787346341781,-0.0857120169740317,-0.17735835926209567,2.7987679579852562,-0.32871278422429956,3.3278349147484994,"Energy/Power Station, Laboratory, Manufacturing/Industrial Plant, Non-Refrigerated Warehouse, Office",Office,5.828248774343071,Laboratory,14.540485050587412,Non-Refrigerated Warehouse,31.633841496819567,Unknown,-2.388519705947572,233.1000061,-0.1272217167147576
NonResidential,Warehouse,0.07329289118256994,-1.1002793879362156,GREATER DUWAMISH,-2.2373832048420708,1.9266346385116135,-0.010733553615012636,1.6073786040324907,-0.351174122430683,4.35899189054,-0.32871278422429956,5.125800234740324,"Non-Refrigerated Warehouse, Office, Refrigerated Warehouse",Non-Refrigerated Warehouse,4.609092338441439,Refrigerated Warehouse,5.834614761271902,Office,4.145606306050105,Unknown,0.0,45.79999924,-0.1272217167147576
NonResidential,Small- and Mid-Sized Office,-0.5238497802043502,0.7237260061248022,BALLARD,1.0563193137368319,-2.203188142489176,-0.010733553615012636,-0.0857120169740317,-0.351174122430683,-0.04711436649837683,-0.32871278422429956,0.04830713836005504,"Non-Refrigerated Warehouse, Office",Office,-0.23559935087604775,Non-Refrigerated Warehouse,0.17266891083066263,Unknown,-1.2862010488590543e-16,Unknown,-0.2667650135474363,68.90000153,-0.1272217167147576
NonResidential,Small- and Mid-Sized Office,1.4847210235516541,-1.1002793879362156,GREATER DUWAMISH,-0.7671668433869745,0.9557972240007454,-1.8686996692021298,-0.0857120169740317,-0.351174122430683,-0.34844266462828277,-0.32871278422429956,-0.2989364967780176,"Office, Other - Education",Office,-0.2749939056662917,Other - Education,-0.580029289249332,Unknown,-1.2862010488590543e-16,Unknown,0.8590640069097787,53.5,-0.1272217167147576
NonResidential,K-12 School,-0.7409925697995939,0.7237260061248022,NORTHWEST,1.54752849250611,-0.08558398137438537,-0.22394277999386214,-0.0857120169740317,-0.17735835926209567,0.522972928752117,-0.32871278422429956,0.7052623130893492,K-12 School,K-12 School,0.7968457410800742,Unknown,0.0,Unknown,-1.2862010488590543e-16,Unknown,1.378677400966955,45.09999847,-0.1272217167147576
NonResidential,Self-Storage Facility,0.23614998337900273,1.1797273546400566,DOWNTOWN,-0.059987656764798614,-0.7634926057736013,-1.5336565991782234,-0.0857120169740317,-0.17735835926209567,-0.22012943854132144,-0.32871278422429956,-0.1510713565331367,"Office, Self-Storage Facility, Vocational School",Self-Storage Facility,-0.3838324935111835,Vocational School,-0.09326930274916574,Office,-0.6019103344045142,Unknown,0.0,33.09999847,-0.1272217167147576
NonResidential,Hotel,-0.8495639645972158,1.1797273546400566,DOWNTOWN,-0.14633302022031744,0.00732735293428555,0.23293413367510107,-0.0857120169740317,3.4727726672782393,1.6415508776618266,5.082473173869277,0.3052999009640128,Hotel,Hotel,2.2977203581325667,Unknown,0.0,Unknown,-1.2862010488590543e-16,Unknown,0.16624614816687716,46.40000153,-0.1272217167147576
NonResidential,Large Office,-0.8495639645972158,1.1797273546400566,DOWNTOWN,-0.10710450941579965,-0.13117935839596148,0.35476797732015797,-0.0857120169740317,0.17027316707507908,0.4738734799943512,-0.32871278422429956,0.648681264526257,"Data Center, Office, Retail Store",Office,0.17741672322065977,Retail Store,0.8032943661145913,Data Center,-0.8399190177987181,2016,0.6425584260526219,56.29999924,-0.1272217167147576
NonResidential,Other,-0.8495639645972158,1.1797273546400566,DOWNTOWN,-0.11861722454322236,-0.17677473541753758,-1.2595304509768455,-0.0857120169740317,-0.351174122430683,-0.3137599525637392,-0.32871278422429956,-0.25896895609736376,"Other - Mall, Personal Services (Health/Beauty, Dry Cleaning, etc)",Other - Mall,-0.2687869075667975,"Personal Services (Health/Beauty, Dry Cleaning, etc)",-0.6318916664231259,Unknown,-1.2862010488590543e-16,Unknown,0.0,21.60000038,-0.1272217167147576
NonResidential,Small- and Mid-Sized Office,-0.8495639645972158,1.1797273546400566,DOWNTOWN,-0.12458678053513515,-0.1892489423388808,-1.5641150600894875,-0.0857120169740317,0.6917204565808412,-0.2997274724260125,-0.32871278422429956,-0.24279825642107133,"Office, Retail Store",Office,-0.41402028928198265,Retail Store,-0.6483498377771713,Unknown,-1.2862010488590543e-16,Unknown,-2.128713008918984,88.30000305,-0.1272217167147576
NonResidential,Mixed Use Property,-0.8495639645972158,1.1797273546400566,DOWNTOWN,-0.1591249259174033,-0.16774168902662054,-1.0767796855092602,-0.0857120169740317,-0.351174122430683,-0.3484782439389768,-0.32871278422429956,-0.2989774975378459,"Office, Other - Entertainment/Public Assembly, Restaurant",Other - Entertainment/Public Assembly,-0.5129778202637519,Restaurant,-0.20562981270548972,Office,-0.4887748936942568,Unknown,0.0,299.0,-0.1272217167147576
NonResidential,Hotel,-0.8495639645972158,1.1797273546400566,DOWNTOWN,-0.08514507130241593,-0.03353642835894782,-0.9549458418642033,-0.0857120169740317,2.77750961460389,-0.02054373727207284,-0.06486591051874152,-0.003427620391328801,"Hotel, Parking, Restaurant",Hotel,0.006499509536676079,Parking,-0.5275449462976234,Restaurant,-0.521230623248012,Unknown,0.33945061285260253,57.29999924,-0.1272217167147576
NonResidential,Hotel,-0.8495639645972158,1.1797273546400566,DOWNTOWN,-0.11627204183209752,0.006467062802137452,0.6288941255215359,-0.0857120169740317,5.210930298964113,6.352265845276099,3.5251907596732543,6.219889110455316,"Hotel, Parking, Swimming Pool",Hotel,7.878676133992844,Parking,2.0470345478580865,Swimming Pool,-0.8747788754675663,Unknown,-0.006958316518848226,82.80000305,4.302684750952278
NonResidential,Hotel,-0.8495639645972158,1.1797273546400566,DOWNTOWN,-0.13545990037780203,-0.3372188451264245,0.7202695082553285,-0.0857120169740317,0.5179046934122539,-0.2161160922950345,-0.32871278422429956,-0.14644647082450135,"Hotel, Parking, Restaurant, Retail Store",Hotel,-0.3587538006328649,Parking,-0.439345414637209,Retail Store,-0.19568339260424628,Unknown,1.5085807494812489,93.09999847,-0.1272217167147576
NonResidential,Hotel,-0.8495639645972158,1.1797273546400566,DOWNTOWN,-0.10177454870864268,-0.32689536353636844,-1.625031981912016,-0.0857120169740317,0.5179046934122539,0.15148934579571646,-0.32871278422429956,0.27717337972178,"Hotel, Other - Entertainment/Public Assembly, Retail Store",Hotel,0.047726771286659295,Other - Entertainment/Public Assembly,-0.13506061867288258,Retail Store,-0.3091016719162793,Unknown,1.5518818656526803,49.59999847,-0.1272217167147576
NonResidential,Hotel,-0.4152783854067284,1.1797273546400566,LAKE UNION,0.07539334519644318,-0.4555087383435503,-0.07165047543754106,-0.0857120169740317,0.17027316707507908,0.08291378236403688,0.7890437714539512,-0.15073515030254442,"Hotel, Parking",Hotel,-0.10557225002020847,Parking,0.24998404137757324,Unknown,-1.2862010488590543e-16,Unknown,0.9889673554240727,76.90000153,-0.1272217167147576
NonResidential,Hotel,-0.4152783854067284,1.1797273546400566,LAKE UNION,0.07859132162067678,-0.39571857413572353,1.1771464219242918,-0.0857120169740317,0.5179046934122539,0.3481931228987484,0.5838353745094015,0.21901790198128007,Hotel,Hotel,0.21359539598721033,Restaurant,-0.6960259068303869,Unknown,-1.2862010488590543e-16,2014,0.90236512308121,61.79999924,-0.1272217167147576
NonResidential,Hotel,-0.4152783854067284,1.1797273546400566,LAKE UNION,0.08370808389948083,-0.4129243767854095,1.085771039190499,-0.0857120169740317,0.3440889302436665,0.10516508327208524,0.41214969098198706,-0.007453895006470577,Hotel,Hotel,0.048850601026122036,Parking,-0.09080536139819674,Unknown,-1.2862010488590543e-16,Unknown,0.7291606583954846,67.09999847,-0.1272217167147576
NonResidential,Hotel,0.12757858858138088,1.1797273546400566,MAGNOLIA / QUEEN ANNE,0.08328168704292643,-1.1170718502252284,1.1162295001017633,-0.0857120169740317,0.3440889302436665,0.3848326970514637,0.6366152579381046,0.24476637915346985,Hotel,Hotel,0.6290233816016879,Unknown,0.0,Unknown,-1.2862010488590543e-16,Unknown,0.772461774566916,44.0,-0.1272217167147576
NonResidential,K-12 School,1.0504354443611668,-0.6442780394209611,EAST,0.385810256779696,1.101616401457002,-1.5336565991782234,-0.0857120169740317,-0.17735835926209567,-0.323409061623961,-0.32871278422429956,-0.27008836216280624,K-12 School,K-12 School,-0.23139795661928705,Unknown,0.0,Unknown,-1.2862010488590543e-16,Unknown,0.5559561937097592,67.80000305,-0.1272217167147576
NonResidential,Hotel,-0.4152783854067284,1.1797273546400566,MAGNOLIA / QUEEN ANNE,0.1890281074725027,-0.47400497619176407,1.1466879610130276,-0.0857120169740317,-0.0035425960935082834,0.15242863959803893,0.8506509524595804,-0.08985722210944351,"Hotel, Parking",Hotel,-0.04139292705273617,Parking,0.30608057019332363,Unknown,-1.2862010488590543e-16,Unknown,1.3353762847955235,69.0,-0.1272217167147576
NonResidential,Small- and Mid-Sized Office,0.2904356807778137,-0.6442780394209611,CENTRAL,-0.17255642689939643,1.0315027556591192,0.01972490729625158,-0.0857120169740317,-0.351174122430683,-0.3311511196309826,-0.32871278422429956,-0.2790101275014503,Office,Office,-0.24080354705417523,Unknown,0.0,Unknown,-1.2862010488590543e-16,Unknown,0.33945061285260253,66.0,-0.1272217167147576
NonResidential,Senior Care Community,0.5075784703730574,-1.55628073645147,SOUTHWEST,-1.23556379032976,-1.8913329694629304,-1.198613529154317,-0.0857120169740317,0.17027316707507908,0.8260232655196141,-0.32871278422429956,1.0544903850031129,"Parking, Senior Care Community",Senior Care Community,1.8454480467520105,Parking,-0.7677911888974449,Unknown,-1.2862010488590543e-16,Unknown,-0.39666836206173034,153.6999969,-0.1272217167147576
NonResidential,Senior Care Community,0.8875783521647339,0.2677246576095478,NORTHWEST,2.301184936494531,-0.9656607869078698,0.26339259458636527,-0.0857120169740317,-0.351174122430683,-0.05780950729300321,-0.32871278422429956,0.03598230995565974,Senior Care Community,Senior Care Community,0.0912708512687657,Unknown,0.0,Unknown,-1.2862010488590543e-16,Unknown,-2.6916275191475916,181.6000061,-0.1272217167147576
NonResidential,Hotel,-0.4152783854067284,1.1797273546400566,LAKE UNION,0.07581974205299757,0.061525631281010254,1.4208141092144055,-0.0857120169740317,0.3440889302436665,-0.1239443300110721,0.21595249364721586,-0.21023545296541352,"Hotel, Parking",Hotel,-0.1682992391705289,Parking,-0.27184524629269535,Unknown,-1.2862010488590543e-16,Unknown,0.46935396136689655,59.79999924,-0.1272217167147576
NonResidential,Medical Office,0.2904356807778137,-0.6442780394209611,EAST,-0.0827998885912911,0.522210997227559,0.11110029003004422,-0.9322573274772928,-0.17735835926209567,0.5514292614452048,-0.32871278422429956,0.7380547208000455,Medical Office,Medical Office,0.831416472834778,Unknown,0.0,Unknown,-1.2862010488590543e-16,Unknown,-0.6564750590903184,92.30000305,-0.1272217167147576
NonResidential,Hotel,-0.6867068724007831,-0.6442780394209611,EAST,-0.15656654477792553,0.2843407755947796,-1.625031981912016,-0.0857120169740317,0.5179046934122539,-0.1771140519122353,-0.32871278422429956,-0.10150143790068857,Hotel,Hotel,-0.0536686057453292,Unknown,0.0,Unknown,-1.2862010488590543e-16,Unknown,0.33945061285260253,94.59999847,-0.1272217167147576
NonResidential,Mixed Use Property,-0.6867068724007831,-0.6442780394209611,EAST,-0.16786606147714678,0.3084288993047067,0.6593525864328,-0.0857120169740317,0.3440889302436665,-0.012388959261000433,-0.08330865724196185,0.011726260441221102,"Data Center, Medical Office, Non-Refrigerated Warehouse, Office, Other, Parking",Medical Office,-0.3688336889114307,Parking,-0.2685918868389887,Office,0.32869937508779673,Unknown,0.0,207.3000031,1.907635227701412
NonResidential,Retail Store,-0.4152783854067284,1.1797273546400566,LAKE UNION,0.1289061506959114,-0.1939805380672235,-0.9854043027754675,-0.0857120169740317,-0.351174122430683,-0.30741260353592365,-0.32871278422429956,-0.2516544205439901,Retail Store,Retail Store,-0.09308045022387261,Unknown,0.0,Unknown,-1.2862010488590543e-16,Unknown,1.421978517138386,17.20000076,-0.1272217167147576
NonResidential,Large Office,-0.4152783854067284,1.1797273546400566,LAKE UNION,0.1687742567853365,-0.12558747253485938,1.4817310310369338,-0.0857120169740317,0.17027316707507908,1.5283802062062457,-0.32871278422429956,1.8638699844701976,"Office, Other, Parking, Retail Store",Office,1.5473133065608444,Parking,2.8378401127156887,Other,0.19569452260280037,Unknown,1.421978517138386,48.40000153,-0.1272217167147576
NonResidential,Hotel,-0.4152783854067284,-0.6442780394209611,LAKE UNION,0.21525151415158172,0.012489093729007954,0.8725618128116496,-0.0857120169740317,0.5179046934122539,1.2904044286981353,0.8473669875872121,1.222544299387462,"Hotel, Parking",Hotel,1.3222188545906068,Parking,0.4650645917325464,Unknown,-1.2862010488590543e-16,Unknown,-1.1327873369760633,85.59999847,-0.1272217167147576
Nonresidential COS,Other,-0.4152783854067284,1.1797273546400566,MAGNOLIA / QUEEN ANNE,0.12272339627564567,-0.8792016285930604,0.01972490729625158,-0.0857120169740317,-0.5249898855992704,2.0456606885246558,-0.32871278422429956,2.459971831462288,Other,Other,2.465170989312515,Unknown,0.0,Unknown,-1.2862010488590543e-16,Unknown,0.0,64.5,2.199945739449277
Nonresidential COS,Other,-0.4152783854067284,1.1797273546400566,MAGNOLIA / QUEEN ANNE,0.12272339627564567,-0.8792016285930604,0.01972490729625158,-0.0857120169740317,-0.5249898855992704,-0.0733505502041569,-0.32871278422429956,0.018073178062646224,Other,Other,-0.1542167880506458,Unknown,0.0,Unknown,-1.2862010488590543e-16,Unknown,0.0,125.9000015,1.4463867536437798
Nonresidential COS,Other,-0.4152783854067284,1.1797273546400566,MAGNOLIA / QUEEN ANNE,0.12272339627564567,-0.8792016285930604,-0.7112781545740896,-0.0857120169740317,0.17027316707507908,2.0960765717781005,-0.32871278422429956,2.518069908139028,Other,Other,1.6914574379131657,Unknown,0.0,Unknown,-1.2862010488590543e-16,Unknown,0.0,76.30000305,3.6018415133180204
NonResidential,Large Office,-0.4152783854067284,1.1797273546400566,LAKE UNION,0.10225634716027802,-0.11827500640884982,1.4817310310369338,-0.0857120169740317,1.3869835092551908,3.343088716431131,-0.32871278422429956,3.9550973392101185,"Office, Other, Parking",Office,4.460409663910518,Parking,6.664675935420186,Other,0.9780260951142302,Unknown,1.2054729362812293,64.19999695,-0.1272217167147576
Nonresidential COS,Other,-0.4152783854067284,1.1797273546400566,MAGNOLIA / QUEEN ANNE,0.16259150236507078,-0.7411250623285818,0.01972490729625158,-0.0857120169740317,-0.351174122430683,-0.3523848522531816,-0.32871278422429956,-0.3034793809669963,Other,Other,-0.26659976199692004,Unknown,0.0,Unknown,-1.2862010488590543e-16,Unknown,0.0,51.59999847,0.3320053835441416
Nonresidential COS,Other,-0.4152783854067284,1.1797273546400566,MAGNOLIA / QUEEN ANNE,0.16259150236507078,-0.7411250623285818,-1.0158627636867317,-0.0857120169740317,-0.5249898855992704,-0.2905053150941191,-0.32871278422429956,-0.2321708594735688,Other,Other,0.2175115103870305,Unknown,0.0,Unknown,-1.2862010488590543e-16,Unknown,0.0,8.100000381,-0.1272217167147576
